Timestamp,Location,Crime Type,Crime Count,Population Density,Police Presence
2020-12-22,Kolkata,Assault,22,3667,Medium
2020-12-22,Mumbai,Vandalism,32,27134,High
2020-12-23,Delhi,Assault,16,10574,Low
2020-12-23,Chennai,Theft,30,14134,Low
2020-12-24,Chennai,Assault,27,12851,High
2020-12-25,Chennai,Burglary,31,27509,Low
2020-12-25,Chennai,Theft,47,3911,Low
2020-12-25,Chennai,Fraud,25,25623,Medium
2020-12-25,Delhi,Assault,8,27190,Medium
2020-12-26,Bengaluru,Fraud,38,10014,Low
2020-12-26,Kolkata,Vandalism,23,4433,Low
2020-12-26,Bengaluru,Fraud,21,12201,Medium
2020-12-26,Mumbai,Theft,5,22873,High
2020-12-27,Kolkata,Vandalism,6,12896,Medium
2020-12-27,Chennai,Burglary,11,1688,High
2020-12-27,Kolkata,Fraud,28,12946,Low
2020-12-27,Delhi,Burglary,24,3562,Medium
2020-12-28,Delhi,Assault,9,5566,High
2020-12-28,Chennai,Assault,29,3480,Medium
2020-12-28,Mumbai,Burglary,1,25171,High
2020-12-28,Delhi,Fraud,44,15582,Medium
2020-12-28,Mumbai,Theft,14,7950,High
2020-12-28,Delhi,Assault,45,28830,Medium
2020-12-28,Mumbai,Vandalism,5,5734,High
2020-12-29,Mumbai,Burglary,16,28513,Medium
2020-12-29,Delhi,Theft,41,23720,Medium
2020-12-29,Kolkata,Vandalism,13,14599,Low
2020-12-29,Mumbai,Burglary,23,27472,Low
2020-12-30,Chennai,Fraud,39,24699,High
2020-12-30,Chennai,Vandalism,8,20343,High
2020-12-30,Bengaluru,Burglary,8,28675,Medium
2020-12-30,Chennai,Assault,25,11694,Low
2020-12-30,Bengaluru,Theft,2,10872,Low
2020-12-30,Mumbai,Vandalism,43,15105,Low
2020-12-31,Chennai,Fraud,7,29586,Medium
2020-12-31,Chennai,Vandalism,8,26003,High
2020-12-31,Delhi,Assault,16,4233,Low
2020-12-31,Bengaluru,Theft,3,14134,Medium
2021-01-01,Mumbai,Burglary,48,27801,High
2021-01-01,Mumbai,Vandalism,42,20056,Medium
2021-01-02,Mumbai,Theft,18,12809,Medium
2021-01-03,Mumbai,Burglary,10,13321,Medium
2021-01-03,Delhi,Fraud,3,22572,Medium
2021-01-03,Kolkata,Assault,39,15281,High
2021-01-04,Delhi,Vandalism,20,20677,Medium
2021-01-04,Chennai,Fraud,10,26246,Medium
2021-01-04,Chennai,Vandalism,23,5651,Low
2021-01-05,Bengaluru,Assault,25,4837,High
2021-01-05,Mumbai,Theft,5,24800,High
2021-01-05,Mumbai,Theft,36,26585,Low
2021-01-06,Mumbai,Vandalism,4,15144,Low
2021-01-07,Bengaluru,Assault,20,27135,Medium
2021-01-07,Bengaluru,Vandalism,13,8527,Low
2021-01-07,Chennai,Vandalism,19,14979,High
2021-01-08,Mumbai,Assault,20,6347,Medium
2021-01-08,Kolkata,Theft,6,4571,Medium
2021-01-08,Kolkata,Burglary,8,1166,Low
2021-01-09,Chennai,Vandalism,17,10533,Low
2021-01-09,Bengaluru,Burglary,31,3736,Low
2021-01-09,Bengaluru,Assault,45,1683,Medium
2021-01-09,Mumbai,Vandalism,37,22786,Medium
2021-01-09,Bengaluru,Theft,2,2070,Medium
2021-01-09,Chennai,Assault,49,15902,Low
2021-01-10,Delhi,Fraud,2,11068,Low
2021-01-10,Kolkata,Vandalism,38,8163,Medium
2021-01-10,Mumbai,Fraud,23,13023,Low
2021-01-11,Kolkata,Theft,26,22455,High
2021-01-11,Kolkata,Assault,24,10309,Medium
2021-01-12,Delhi,Theft,34,14707,Medium
2021-01-12,Kolkata,Assault,24,24971,Medium
2021-01-12,Chennai,Vandalism,13,4336,Low
2021-01-13,Chennai,Theft,41,11001,Medium
2021-01-13,Kolkata,Assault,21,1635,Low
2021-01-13,Bengaluru,Theft,10,27843,Low
2021-01-14,Mumbai,Burglary,33,9796,Low
2021-01-14,Mumbai,Assault,14,13128,Low
2021-01-14,Kolkata,Theft,22,4913,Medium
2021-01-15,Bengaluru,Vandalism,15,2539,High
2021-01-15,Mumbai,Vandalism,22,9056,Low
2021-01-15,Chennai,Fraud,17,14193,Low
2021-01-15,Bengaluru,Theft,15,13227,Low
2021-01-16,Delhi,Assault,38,28176,Medium
2021-01-16,Delhi,Assault,9,10670,Medium
2021-01-17,Chennai,Burglary,14,8311,Low
2021-01-17,Delhi,Fraud,41,23953,Medium
2021-01-17,Kolkata,Theft,2,21369,High
2021-01-17,Mumbai,Theft,1,13149,High
2021-01-18,Chennai,Fraud,28,10610,High
2021-01-18,Kolkata,Fraud,28,8437,High
2021-01-18,Kolkata,Fraud,10,14343,High
2021-01-18,Delhi,Vandalism,10,20362,Medium
2021-01-18,Delhi,Fraud,20,15780,Low
2021-01-19,Chennai,Burglary,27,15689,Medium
2021-01-19,Mumbai,Vandalism,16,7255,Medium
2021-01-20,Kolkata,Vandalism,30,18421,Medium
2021-01-20,Chennai,Burglary,19,21947,High
2021-01-20,Delhi,Vandalism,23,23984,Medium
2021-01-20,Mumbai,Burglary,7,15716,Medium
2021-01-20,Delhi,Fraud,9,25655,Low
2021-01-20,Bengaluru,Vandalism,29,2542,Low
2021-01-21,Bengaluru,Vandalism,37,19214,High
2021-01-21,Mumbai,Fraud,38,22855,Low
2021-01-21,Bengaluru,Vandalism,6,18718,High
2021-01-21,Mumbai,Fraud,18,26978,High
2021-01-21,Delhi,Theft,42,21203,Low
2021-01-21,Bengaluru,Burglary,2,13076,Medium
2021-01-21,Bengaluru,Assault,10,20578,High
2021-01-22,Delhi,Fraud,14,7446,Medium
2021-01-22,Chennai,Vandalism,14,3728,Low
2021-01-23,Bengaluru,Vandalism,33,10265,High
2021-01-23,Delhi,Fraud,27,27799,Low
2021-01-24,Bengaluru,Vandalism,43,24621,Low
2021-01-24,Kolkata,Theft,46,15870,High
2021-01-24,Mumbai,Theft,42,25727,High
2021-01-24,Kolkata,Fraud,18,15663,Medium
2021-01-24,Chennai,Assault,18,25740,Low
2021-01-25,Mumbai,Assault,21,21439,Medium
2021-01-25,Bengaluru,Fraud,3,7210,Medium
2021-01-25,Chennai,Fraud,47,20057,Medium
2021-01-25,Delhi,Vandalism,9,20449,Medium
2021-01-25,Mumbai,Assault,45,16918,High
2021-01-26,Delhi,Assault,39,20225,Low
2021-01-26,Delhi,Fraud,27,18127,Medium
2021-01-27,Kolkata,Fraud,2,17490,Low
2021-01-27,Delhi,Assault,26,22899,Low
2021-01-27,Delhi,Burglary,24,21181,High
2021-01-27,Bengaluru,Theft,2,9743,Medium
2021-01-29,Bengaluru,Assault,10,16689,Low
2021-01-29,Kolkata,Fraud,45,10463,Low
2021-01-29,Chennai,Burglary,34,2970,Medium
2021-01-29,Mumbai,Vandalism,33,18074,Medium
2021-01-29,Kolkata,Assault,16,12861,Low
2021-01-30,Bengaluru,Vandalism,14,12996,Low
2021-01-30,Kolkata,Fraud,1,6560,Medium
2021-01-30,Kolkata,Vandalism,16,27289,Low
2021-01-30,Kolkata,Burglary,4,22291,High
2021-01-30,Delhi,Assault,27,10497,Medium
2021-01-31,Bengaluru,Burglary,9,12646,High
2021-01-31,Chennai,Theft,37,27635,Medium
2021-01-31,Bengaluru,Vandalism,42,11133,High
2021-01-31,Delhi,Vandalism,21,9566,Low
2021-01-31,Kolkata,Vandalism,4,8177,Low
2021-01-31,Delhi,Fraud,18,27000,High
2021-01-31,Kolkata,Vandalism,38,5374,High
2021-02-01,Chennai,Assault,40,12067,Low
2021-02-01,Chennai,Vandalism,9,3121,High
2021-02-01,Kolkata,Burglary,43,21857,Low
2021-02-01,Chennai,Assault,27,15178,Medium
2021-02-01,Kolkata,Theft,22,19791,High
2021-02-02,Chennai,Burglary,8,2014,Low
2021-02-02,Chennai,Theft,49,28723,Low
2021-02-02,Bengaluru,Vandalism,1,25075,Low
2021-02-02,Kolkata,Assault,8,23457,High
2021-02-02,Kolkata,Vandalism,14,9714,High
2021-02-02,Chennai,Theft,5,28569,Medium
2021-02-03,Delhi,Assault,47,2573,Low
2021-02-03,Kolkata,Fraud,23,19309,Low
2021-02-04,Kolkata,Burglary,19,15028,Medium
2021-02-04,Kolkata,Burglary,27,29598,High
2021-02-04,Mumbai,Fraud,30,27641,High
2021-02-04,Delhi,Fraud,33,24839,Medium
2021-02-04,Chennai,Burglary,47,8798,Medium
2021-02-04,Mumbai,Fraud,5,6600,Medium
2021-02-04,Kolkata,Vandalism,49,16604,High
2021-02-04,Kolkata,Assault,48,10567,Low
2021-02-04,Bengaluru,Fraud,31,18105,Medium
2021-02-05,Bengaluru,Theft,27,17017,Low
2021-02-05,Mumbai,Theft,38,22553,Low
2021-02-05,Delhi,Theft,14,23791,Low
2021-02-06,Kolkata,Vandalism,42,14065,High
2021-02-06,Delhi,Fraud,18,2403,Low
2021-02-06,Delhi,Assault,12,8906,High
2021-02-07,Chennai,Theft,11,6903,Low
2021-02-07,Mumbai,Vandalism,38,5435,Medium
2021-02-07,Bengaluru,Assault,39,4261,Medium
2021-02-07,Kolkata,Assault,15,8728,High
2021-02-07,Kolkata,Fraud,1,22485,High
2021-02-08,Mumbai,Burglary,12,24592,Low
2021-02-08,Mumbai,Theft,38,17737,High
2021-02-08,Kolkata,Assault,41,21545,High
2021-02-08,Bengaluru,Vandalism,24,14481,High
2021-02-08,Delhi,Burglary,30,15405,Low
2021-02-09,Chennai,Theft,44,17438,High
2021-02-09,Bengaluru,Fraud,18,20210,High
2021-02-09,Kolkata,Vandalism,39,6112,High
2021-02-09,Chennai,Assault,26,3216,Medium
2021-02-09,Mumbai,Theft,7,4963,High
2021-02-09,Mumbai,Vandalism,3,15225,Medium
2021-02-10,Bengaluru,Burglary,23,5966,Medium
2021-02-10,Chennai,Assault,45,25660,Medium
2021-02-10,Chennai,Burglary,12,10762,Low
2021-02-10,Mumbai,Fraud,4,8826,Low
2021-02-10,Kolkata,Vandalism,16,28563,Medium
2021-02-11,Mumbai,Assault,11,17737,High
2021-02-11,Kolkata,Vandalism,42,11114,Low
2021-02-11,Delhi,Theft,12,11199,Medium
2021-02-12,Bengaluru,Assault,9,27114,Medium
2021-02-13,Delhi,Fraud,33,24952,High
2021-02-15,Chennai,Vandalism,25,6779,High
2021-02-15,Mumbai,Fraud,30,25718,High
2021-02-15,Delhi,Vandalism,24,2641,Medium
2021-02-15,Mumbai,Assault,32,1168,High
2021-02-16,Mumbai,Vandalism,25,24550,High
2021-02-16,Chennai,Fraud,21,12399,High
2021-02-16,Mumbai,Theft,29,18232,Low
2021-02-17,Chennai,Assault,38,25125,Medium
2021-02-17,Delhi,Assault,39,4070,Low
2021-02-17,Bengaluru,Vandalism,6,9058,High
2021-02-17,Kolkata,Vandalism,22,11194,Medium
2021-02-17,Kolkata,Vandalism,22,13633,High
2021-02-17,Delhi,Vandalism,44,28987,Low
2021-02-17,Bengaluru,Burglary,32,24255,Medium
2021-02-19,Delhi,Theft,22,14239,Low
2021-02-19,Mumbai,Theft,41,16410,High
2021-02-21,Kolkata,Vandalism,24,19534,Medium
2021-02-21,Delhi,Vandalism,25,15814,Medium
2021-02-22,Delhi,Vandalism,18,27925,Low
2021-02-22,Delhi,Fraud,16,5158,High
2021-02-22,Mumbai,Theft,42,18282,High
2021-02-22,Mumbai,Vandalism,46,19254,Low
2021-02-23,Mumbai,Burglary,33,18658,Low
2021-02-23,Bengaluru,Fraud,47,5533,Low
2021-02-23,Kolkata,Fraud,34,1524,Low
2021-02-23,Bengaluru,Assault,22,1836,High
2021-02-23,Delhi,Theft,5,2787,High
2021-02-23,Delhi,Vandalism,31,29323,Medium
2021-02-23,Bengaluru,Vandalism,7,16173,Low
2021-02-23,Delhi,Fraud,16,19431,High
2021-02-24,Chennai,Burglary,48,17873,Low
2021-02-24,Delhi,Assault,46,18148,High
2021-02-24,Mumbai,Vandalism,24,16084,High
2021-02-24,Bengaluru,Fraud,7,11958,Medium
2021-02-25,Mumbai,Theft,42,22058,High
2021-02-25,Kolkata,Fraud,19,28652,Low
2021-02-25,Kolkata,Fraud,34,16701,High
2021-02-25,Bengaluru,Burglary,10,2329,Medium
2021-02-26,Delhi,Assault,31,13867,Medium
2021-02-27,Mumbai,Vandalism,26,12589,Medium
2021-02-28,Mumbai,Assault,37,2445,Medium
2021-02-28,Delhi,Assault,11,12108,Low
2021-02-28,Kolkata,Assault,36,3512,High
2021-02-28,Delhi,Vandalism,6,13735,Medium
2021-02-28,Chennai,Theft,4,14684,High
2021-02-28,Delhi,Fraud,47,6193,Low
2021-02-28,Chennai,Burglary,30,25231,Medium
2021-03-01,Mumbai,Assault,21,29210,High
2021-03-02,Kolkata,Vandalism,19,10713,Medium
2021-03-02,Chennai,Burglary,25,25903,Medium
2021-03-02,Chennai,Theft,25,3302,High
2021-03-03,Bengaluru,Burglary,10,20147,Low
2021-03-03,Bengaluru,Burglary,30,8280,Medium
2021-03-03,Chennai,Theft,21,12117,Low
2021-03-03,Chennai,Theft,38,12579,Medium
2021-03-04,Kolkata,Assault,20,7227,High
2021-03-04,Chennai,Burglary,33,16003,High
2021-03-05,Kolkata,Assault,48,17086,Low
2021-03-05,Delhi,Vandalism,48,19328,Low
2021-03-06,Kolkata,Vandalism,17,25088,Medium
2021-03-06,Chennai,Theft,32,4709,Low
2021-03-06,Chennai,Fraud,25,29048,Medium
2021-03-07,Delhi,Theft,9,4393,Low
2021-03-07,Delhi,Vandalism,28,2957,High
2021-03-07,Delhi,Burglary,25,22734,High
2021-03-07,Delhi,Fraud,39,23101,Low
2021-03-08,Chennai,Vandalism,35,22002,High
2021-03-09,Kolkata,Assault,29,16689,Medium
2021-03-09,Kolkata,Vandalism,46,15220,Medium
2021-03-10,Bengaluru,Burglary,32,9348,Medium
2021-03-10,Chennai,Assault,33,3143,High
2021-03-10,Bengaluru,Burglary,49,22280,Medium
2021-03-10,Kolkata,Theft,33,16960,Medium
2021-03-10,Kolkata,Burglary,46,29697,Medium
2021-03-10,Chennai,Theft,45,29087,Low
2021-03-11,Bengaluru,Fraud,19,21948,High
2021-03-11,Bengaluru,Fraud,41,25116,High
2021-03-11,Mumbai,Assault,48,27953,Medium
2021-03-12,Chennai,Assault,32,29100,Low
2021-03-13,Kolkata,Assault,3,9330,Medium
2021-03-13,Kolkata,Vandalism,8,9376,High
2021-03-13,Mumbai,Vandalism,6,27979,Medium
2021-03-14,Mumbai,Vandalism,9,7227,High
2021-03-15,Bengaluru,Vandalism,42,6365,Medium
2021-03-16,Kolkata,Fraud,49,4991,Low
2021-03-16,Kolkata,Vandalism,44,19416,Low
2021-03-17,Mumbai,Vandalism,35,10077,Low
2021-03-17,Mumbai,Theft,40,4520,High
2021-03-17,Chennai,Burglary,31,19101,Low
2021-03-17,Kolkata,Theft,37,7816,Low
2021-03-17,Kolkata,Theft,21,24664,High
2021-03-18,Kolkata,Assault,48,15263,Low
2021-03-18,Delhi,Fraud,2,5313,Medium
2021-03-18,Delhi,Fraud,29,3021,Low
2021-03-18,Chennai,Burglary,49,13271,Low
2021-03-19,Kolkata,Vandalism,31,6719,Low
2021-03-20,Bengaluru,Burglary,12,2169,Low
2021-03-20,Chennai,Vandalism,21,26007,Medium
2021-03-20,Kolkata,Vandalism,6,25425,Medium
2021-03-20,Delhi,Burglary,21,3921,Low
2021-03-20,Chennai,Vandalism,37,17350,High
2021-03-20,Bengaluru,Theft,21,19070,High
2021-03-20,Mumbai,Vandalism,46,29615,High
2021-03-21,Kolkata,Vandalism,17,5684,Low
2021-03-21,Delhi,Theft,15,17565,High
2021-03-21,Mumbai,Burglary,48,10952,Medium
2021-03-22,Bengaluru,Theft,22,12520,Medium
2021-03-22,Chennai,Vandalism,13,11382,Low
2021-03-22,Bengaluru,Burglary,45,17211,High
2021-03-23,Kolkata,Vandalism,29,13328,High
2021-03-23,Mumbai,Assault,3,29804,Medium
2021-03-24,Kolkata,Assault,27,21791,Low
2021-03-24,Kolkata,Theft,2,4059,High
2021-03-24,Chennai,Burglary,9,19071,Low
2021-03-24,Bengaluru,Vandalism,6,11641,Low
2021-03-24,Mumbai,Vandalism,32,29429,Low
2021-03-25,Kolkata,Fraud,36,3620,High
2021-03-25,Delhi,Vandalism,7,6099,Low
2021-03-25,Bengaluru,Theft,17,10575,High
2021-03-25,Delhi,Vandalism,43,11067,Medium
2021-03-25,Mumbai,Burglary,45,15388,Low
2021-03-26,Mumbai,Fraud,48,10881,High
2021-03-27,Bengaluru,Theft,26,4280,Low
2021-03-27,Mumbai,Vandalism,16,15860,Low
2021-03-27,Bengaluru,Assault,49,13040,High
2021-03-28,Delhi,Fraud,21,17006,Low
2021-03-28,Delhi,Burglary,27,20724,Medium
2021-03-28,Kolkata,Burglary,8,19130,Low
2021-03-28,Chennai,Fraud,28,17582,Medium
2021-03-28,Bengaluru,Burglary,10,29377,Medium
2021-03-29,Delhi,Burglary,14,2775,Low
2021-03-29,Delhi,Theft,34,6957,Low
2021-03-29,Bengaluru,Fraud,6,29911,Low
2021-03-29,Delhi,Burglary,26,24386,High
2021-03-30,Delhi,Vandalism,46,9588,High
2021-03-30,Kolkata,Assault,16,17216,Low
2021-03-30,Delhi,Vandalism,7,16963,High
2021-03-30,Delhi,Burglary,38,19912,High
2021-03-30,Chennai,Burglary,42,18744,Low
2021-03-30,Kolkata,Theft,19,20264,Medium
2021-03-30,Bengaluru,Burglary,34,28470,High
2021-03-31,Mumbai,Fraud,48,29401,High
2021-03-31,Delhi,Fraud,34,19428,Low
2021-03-31,Kolkata,Fraud,13,10615,Medium
2021-03-31,Delhi,Theft,24,27200,Low
2021-03-31,Delhi,Theft,24,3897,Medium
2021-03-31,Bengaluru,Assault,3,13342,High
2021-04-01,Delhi,Theft,16,4784,High
2021-04-01,Bengaluru,Assault,43,27686,High
2021-04-01,Delhi,Fraud,41,22486,High
2021-04-01,Bengaluru,Vandalism,11,18684,High
2021-04-01,Delhi,Fraud,22,12213,Low
2021-04-01,Chennai,Fraud,40,28429,Medium
2021-04-02,Mumbai,Fraud,6,10482,High
2021-04-02,Chennai,Vandalism,23,8353,Low
2021-04-03,Mumbai,Burglary,3,15332,High
2021-04-03,Bengaluru,Vandalism,46,15904,Medium
2021-04-03,Bengaluru,Fraud,34,21615,Medium
2021-04-03,Delhi,Theft,13,5570,High
2021-04-03,Kolkata,Theft,45,3352,Low
2021-04-04,Kolkata,Burglary,36,27154,Low
2021-04-04,Delhi,Burglary,31,3014,High
2021-04-04,Kolkata,Vandalism,43,19802,High
2021-04-04,Chennai,Assault,15,7621,Low
2021-04-04,Mumbai,Burglary,28,8263,Low
2021-04-04,Chennai,Vandalism,32,14513,Low
2021-04-05,Delhi,Vandalism,12,24886,Low
2021-04-05,Delhi,Theft,15,3026,High
2021-04-05,Delhi,Assault,15,22715,High
2021-04-06,Delhi,Vandalism,15,15130,Medium
2021-04-06,Kolkata,Theft,34,11102,Medium
2021-04-07,Bengaluru,Burglary,23,6663,Medium
2021-04-07,Kolkata,Burglary,3,11191,Low
2021-04-08,Kolkata,Theft,15,21325,High
2021-04-08,Delhi,Theft,44,11832,Low
2021-04-09,Delhi,Burglary,6,4424,Medium
2021-04-09,Chennai,Fraud,40,2665,Low
2021-04-09,Delhi,Fraud,45,9345,Low
2021-04-09,Bengaluru,Assault,37,18096,Medium
2021-04-09,Mumbai,Fraud,13,15866,Medium
2021-04-10,Delhi,Burglary,44,28648,High
2021-04-11,Mumbai,Vandalism,35,10257,High
2021-04-11,Bengaluru,Theft,37,2689,Low
2021-04-11,Delhi,Burglary,39,16833,Low
2021-04-11,Bengaluru,Fraud,29,11318,Medium
2021-04-12,Bengaluru,Fraud,22,4768,Low
2021-04-12,Mumbai,Vandalism,42,26643,High
2021-04-13,Chennai,Fraud,1,22182,High
2021-04-14,Chennai,Fraud,1,28105,High
2021-04-14,Mumbai,Theft,19,21517,Low
2021-04-15,Delhi,Assault,30,7688,Low
2021-04-15,Chennai,Vandalism,29,24282,Low
2021-04-15,Delhi,Vandalism,8,4408,Medium
2021-04-15,Kolkata,Assault,34,3313,Low
2021-04-15,Delhi,Theft,24,29209,Low
2021-04-15,Bengaluru,Burglary,21,24007,Low
2021-04-15,Kolkata,Fraud,14,9995,Medium
2021-04-15,Chennai,Vandalism,17,26862,Medium
2021-04-17,Kolkata,Assault,48,16062,Low
2021-04-17,Bengaluru,Fraud,3,13713,High
2021-04-18,Bengaluru,Burglary,1,19382,Low
2021-04-18,Kolkata,Burglary,34,28581,High
2021-04-18,Bengaluru,Fraud,45,21474,Low
2021-04-19,Kolkata,Burglary,41,12074,High
2021-04-19,Delhi,Burglary,18,10096,Low
2021-04-19,Mumbai,Vandalism,17,8354,High
2021-04-20,Chennai,Fraud,31,18968,Medium
2021-04-20,Bengaluru,Fraud,44,15055,Medium
2021-04-20,Mumbai,Fraud,48,4896,Medium
2021-04-20,Chennai,Vandalism,36,29295,Medium
2021-04-20,Mumbai,Theft,45,16552,Medium
2021-04-20,Mumbai,Assault,40,24500,Low
2021-04-20,Chennai,Vandalism,44,22818,Medium
2021-04-21,Bengaluru,Assault,24,18171,Low
2021-04-21,Delhi,Assault,49,1466,Medium
2021-04-21,Bengaluru,Vandalism,5,8310,High
2021-04-21,Mumbai,Theft,31,16512,High
2021-04-22,Kolkata,Burglary,37,24087,High
2021-04-22,Mumbai,Fraud,45,23804,High
2021-04-22,Delhi,Burglary,48,15692,High
2021-04-24,Bengaluru,Theft,16,12310,Low
2021-04-24,Delhi,Burglary,44,29788,High
2021-04-24,Mumbai,Vandalism,42,1602,Medium
2021-04-25,Bengaluru,Theft,15,15395,High
2021-04-25,Mumbai,Assault,36,14572,Low
2021-04-25,Kolkata,Assault,3,22338,High
2021-04-26,Delhi,Burglary,30,5809,Low
2021-04-26,Chennai,Theft,14,8477,Low
2021-04-26,Delhi,Vandalism,6,11719,Low
2021-04-27,Chennai,Vandalism,24,23972,High
2021-04-27,Delhi,Vandalism,8,21121,High
2021-04-27,Bengaluru,Vandalism,31,16332,Low
2021-04-27,Chennai,Burglary,10,27748,Medium
2021-04-27,Kolkata,Theft,37,14017,Medium
2021-04-28,Bengaluru,Vandalism,12,29721,High
2021-04-28,Mumbai,Vandalism,7,2297,Low
2021-04-29,Delhi,Vandalism,46,25549,High
2021-04-29,Delhi,Assault,22,4207,High
2021-04-29,Mumbai,Theft,36,3614,High
2021-04-29,Delhi,Assault,30,15560,High
2021-04-29,Bengaluru,Vandalism,21,2783,High
2021-04-29,Bengaluru,Fraud,48,11327,Medium
2021-04-29,Bengaluru,Fraud,48,8773,Medium
2021-04-29,Chennai,Vandalism,3,9308,Low
2021-04-30,Kolkata,Theft,39,21648,Medium
2021-05-02,Mumbai,Assault,26,25014,Medium
2021-05-02,Delhi,Vandalism,36,21138,High
2021-05-02,Bengaluru,Fraud,32,17893,Medium
2021-05-02,Mumbai,Vandalism,16,4739,Low
2021-05-02,Delhi,Fraud,18,28663,Medium
2021-05-03,Delhi,Theft,13,20955,Low
2021-05-03,Mumbai,Burglary,13,25490,High
2021-05-03,Delhi,Vandalism,36,8506,Low
2021-05-03,Chennai,Vandalism,10,6983,High
2021-05-03,Delhi,Vandalism,20,21118,Low
2021-05-03,Mumbai,Burglary,39,29095,High
2021-05-04,Mumbai,Theft,15,4841,Low
2021-05-04,Kolkata,Theft,10,16663,Medium
2021-05-04,Chennai,Theft,17,9455,Low
2021-05-04,Kolkata,Vandalism,26,29615,Medium
2021-05-04,Kolkata,Burglary,2,12377,Medium
2021-05-04,Delhi,Fraud,44,26567,Low
2021-05-05,Mumbai,Fraud,24,17648,Low
2021-05-05,Delhi,Assault,14,14283,High
2021-05-06,Bengaluru,Fraud,47,8795,Low
2021-05-06,Kolkata,Burglary,27,19755,Low
2021-05-06,Kolkata,Burglary,5,3002,Medium
2021-05-07,Mumbai,Vandalism,12,14170,Low
2021-05-07,Bengaluru,Assault,40,19511,Low
2021-05-07,Chennai,Burglary,24,18803,Medium
2021-05-07,Kolkata,Assault,31,23888,Low
2021-05-08,Mumbai,Theft,38,2833,Low
2021-05-08,Bengaluru,Burglary,38,16448,High
2021-05-08,Chennai,Assault,21,7090,High
2021-05-08,Bengaluru,Fraud,32,6696,High
2021-05-08,Mumbai,Fraud,29,24778,Low
2021-05-08,Bengaluru,Assault,44,4301,Low
2021-05-09,Chennai,Theft,41,20514,Low
2021-05-09,Bengaluru,Assault,11,8636,High
2021-05-09,Bengaluru,Burglary,22,14860,Low
2021-05-10,Chennai,Vandalism,7,1275,Low
2021-05-11,Chennai,Fraud,8,18448,Medium
2021-05-11,Mumbai,Fraud,44,4041,Low
2021-05-11,Bengaluru,Burglary,10,14255,Low
2021-05-11,Kolkata,Theft,29,4450,Medium
2021-05-11,Mumbai,Assault,15,15628,Low
2021-05-12,Delhi,Fraud,20,12058,Low
2021-05-13,Chennai,Assault,31,7913,Medium
2021-05-13,Delhi,Vandalism,37,26257,High
2021-05-13,Chennai,Vandalism,23,2517,Medium
2021-05-13,Kolkata,Vandalism,4,23415,Medium
2021-05-13,Delhi,Vandalism,17,2028,Medium
2021-05-13,Kolkata,Fraud,22,20041,Medium
2021-05-14,Bengaluru,Theft,2,18374,Medium
2021-05-14,Kolkata,Vandalism,34,10862,High
2021-05-14,Mumbai,Assault,10,16688,Low
2021-05-14,Delhi,Vandalism,21,26643,High
2021-05-14,Kolkata,Theft,41,15118,High
2021-05-15,Bengaluru,Vandalism,24,18219,High
2021-05-15,Chennai,Vandalism,27,21698,Medium
2021-05-15,Bengaluru,Theft,41,28604,High
2021-05-16,Chennai,Theft,8,16185,Low
2021-05-16,Mumbai,Assault,31,4958,Medium
2021-05-17,Delhi,Theft,32,11597,Low
2021-05-17,Delhi,Vandalism,29,5823,High
2021-05-17,Chennai,Theft,42,10083,Low
2021-05-18,Chennai,Burglary,10,5558,Low
2021-05-18,Mumbai,Assault,43,14145,Low
2021-05-18,Bengaluru,Burglary,44,12137,High
2021-05-18,Chennai,Vandalism,29,9002,Low
2021-05-18,Mumbai,Burglary,1,18383,Medium
2021-05-19,Chennai,Fraud,1,10773,High
2021-05-19,Mumbai,Burglary,42,24471,High
2021-05-19,Chennai,Assault,36,13952,Medium
2021-05-19,Delhi,Vandalism,4,18525,High
2021-05-19,Delhi,Theft,26,19254,Low
2021-05-20,Chennai,Vandalism,13,8034,Medium
2021-05-21,Bengaluru,Burglary,40,2795,High
2021-05-22,Kolkata,Assault,18,19574,Low
2021-05-22,Delhi,Theft,10,6077,Medium
2021-05-22,Chennai,Fraud,7,7785,High
2021-05-22,Mumbai,Burglary,11,3327,Low
2021-05-23,Bengaluru,Fraud,7,12750,High
2021-05-23,Delhi,Fraud,41,20941,Low
2021-05-23,Delhi,Fraud,14,26650,Low
2021-05-23,Kolkata,Theft,19,13406,Medium
2021-05-23,Mumbai,Vandalism,20,27099,High
2021-05-23,Kolkata,Theft,18,29516,Low
2021-05-24,Bengaluru,Fraud,10,22042,High
2021-05-24,Delhi,Fraud,13,17712,Medium
2021-05-24,Mumbai,Burglary,47,3051,Medium
2021-05-25,Bengaluru,Theft,3,11219,Low
2021-05-25,Chennai,Assault,2,3267,Low
2021-05-25,Mumbai,Fraud,37,9365,High
2021-05-25,Mumbai,Fraud,39,5591,High
2021-05-25,Mumbai,Vandalism,48,12315,Low
2021-05-26,Bengaluru,Burglary,40,11614,Low
2021-05-26,Chennai,Theft,42,16432,High
2021-05-27,Kolkata,Burglary,12,27828,Low
2021-05-27,Bengaluru,Assault,6,9070,Low
2021-05-27,Delhi,Vandalism,13,8639,Low
2021-05-28,Chennai,Theft,48,16091,Medium
2021-05-28,Mumbai,Fraud,28,3423,High
2021-05-28,Delhi,Fraud,47,13331,High
2021-05-29,Bengaluru,Burglary,23,11867,Medium
2021-05-29,Chennai,Assault,1,16227,High
